acct,area,vmail,day.mins,day.calls,day.charge,intl.mins,intl.calls,intl.charge,churn
2911,415,no,175.7,78,29.87,9.1,2,2.46,No
2912,415,no,256.5,87,43.61,13,3,3.51,No
2913,415,no,170.2,89,28.93,4.3,3,1.16,No
2914,408,no,139.6,92,23.73,10.8,4,2.92,No
2915,415,yes,208.8,119,35.5,12.5,4,3.38,No
2916,510,no,210.1,126,35.72,14.4,2,3.89,No
2917,415,no,113.6,87,19.31,10.5,6,2.84,No
2918,415,no,202.6,89,34.44,8.3,3,2.24,No
2919,408,no,174.4,112,29.65,0,0,0,No
2920,415,no,210.6,117,35.8,9.4,5,2.54,No
2921,510,no,121.5,88,20.66,10.7,4,2.89,No
2922,415,no,127.8,67,21.73,15.9,2,4.29,No
2923,415,no,135.2,98,22.98,10.2,2,2.75,No
2924,510,no,99.4,62,16.9,16.7,3,4.51,No
2925,415,no,276.9,105,47.07,10.3,3,2.78,Yes
2926,408,no,163.4,134,27.78,11.6,2,3.13,Yes
2927,510,no,287.4,116,48.86,5,3,1.35,Yes
2928,408,yes,120.5,104,20.49,10.2,3,2.75,No
2929,510,no,184.1,106,31.3,9.8,3,2.65,No
2930,510,no,185,84,31.45,14.9,4,4.02,No
2931,415,no,160.9,109,27.35,12.9,12,3.48,No
2932,415,no,207.6,68,35.29,10.9,6,2.94,No
2933,415,no,209.2,134,35.56,11.8,6,3.19,No
2934,510,no,158.4,71,26.93,2.1,4,0.57,No
2935,408,no,149,73,25.33,8.6,3,2.32,Yes
2936,510,no,204.5,63,34.77,9.8,2,2.65,No
2937,408,no,288.8,86,49.1,9.5,2,2.57,Yes
2938,415,yes,108.6,90,18.46,13.4,4,3.62,No
2939,415,no,97.5,129,16.58,7,5,1.89,No
2940,415,no,166.5,102,28.31,13.3,5,3.59,No
2941,415,no,156.2,104,26.55,7.3,5,1.97,No
2942,415,yes,225.2,89,38.28,11.5,1,3.11,No
2943,415,no,287.4,118,48.86,10,3,2.7,Yes
2944,415,yes,175.3,96,29.8,7.8,2,2.11,No
2945,408,no,102.1,75,17.36,9.8,5,2.65,No
2946,415,no,157.9,103,26.84,14,2,3.78,No
2947,415,yes,146.5,73,24.91,4.1,4,1.11,No
2948,415,no,245.8,116,41.79,9,13,2.43,Yes
2949,415,no,177.7,114,30.21,10.5,5,2.84,No
2950,408,no,250.8,146,42.64,10,5,2.7,No
2951,408,no,117.8,100,20.03,11.8,4,3.19,Yes
2952,415,no,119.7,113,20.35,12.9,7,3.48,No
2953,415,no,242.2,87,41.17,8.2,3,2.21,Yes
2954,415,no,163.4,83,27.78,9.8,4,2.65,No
2955,415,no,161,113,27.37,8.4,4,2.27,No
2956,408,no,128.7,111,21.88,10.3,5,2.78,No
2957,415,no,81.6,94,13.87,8.6,18,2.32,No
2958,415,yes,207.7,91,35.31,7.3,1,1.97,No
2959,408,no,128.6,115,21.86,6.3,2,1.7,Yes
2960,415,no,233.3,65,39.66,9.1,4,2.46,No
2961,415,no,182.1,106,30.96,10,3,2.7,Yes
2962,415,yes,168,81,28.56,8,2,2.16,Yes
2963,415,no,251.6,88,42.77,5.4,5,1.46,No
2964,415,yes,183.8,102,31.25,11.6,7,3.13,No
2965,408,no,256.4,44,43.59,7.9,1,2.13,Yes
2966,415,no,180.2,134,30.63,8.4,3,2.27,No
2967,408,no,227.8,81,38.73,8,5,2.16,No
2968,415,yes,147.8,132,25.13,10.2,6,2.75,No
2969,415,no,234.9,136,39.93,13.9,2,3.75,Yes
2970,408,no,110.9,54,18.85,7.9,2,2.13,No
2971,415,yes,124.5,94,21.17,6.4,12,1.73,No
2972,415,no,233.5,81,39.7,9.6,2,2.59,Yes
2973,415,yes,197.3,134,33.54,10.1,4,2.73,Yes
2974,510,no,58.2,96,9.89,10.4,5,2.81,No
2975,510,no,212.7,72,36.16,7,6,1.89,No
2976,415,no,151.5,89,25.76,11.8,4,3.19,No
2977,415,no,146.3,117,24.87,11.5,5,3.11,No
2978,408,no,195.1,100,33.17,6.7,2,1.81,No
2979,510,no,208.9,71,35.51,13,5,3.51,No
2980,408,no,135.7,107,23.07,8.8,3,2.38,Yes
2981,415,no,225.9,86,38.4,14.3,3,3.86,Yes
2982,415,no,122.2,67,20.77,9.7,6,2.62,No
2983,510,no,153.3,106,26.06,8.9,5,2.4,No
2984,415,no,214,117,36.38,7.9,4,2.13,No
2985,408,no,194.8,112,33.12,10.8,6,2.92,No
2986,415,no,206.7,87,35.14,11,5,2.97,No
2987,415,yes,188,105,31.96,10.5,3,2.84,No
2988,408,no,122.3,83,20.79,13.7,3,3.7,Yes
2989,415,no,259.3,96,44.08,12,5,3.24,No
2990,408,no,115.1,114,19.57,13.8,3,3.73,Yes
2991,415,yes,172.9,109,29.39,8.3,6,2.24,No
2992,415,no,156.4,116,26.59,7.3,5,1.97,No
2993,415,yes,128.1,104,21.78,11.6,3,3.13,No
2994,408,no,196.6,73,33.42,12.5,3,3.38,No
2995,408,no,227.9,130,38.74,5.5,7,1.49,Yes
2996,415,yes,194.9,63,33.13,13.2,2,3.56,No
2997,408,yes,44.9,63,7.63,13.3,3,3.59,No
2998,408,yes,262.8,114,44.68,7.8,2,2.11,No
2999,415,no,211.2,70,35.9,12.3,3,3.32,No
3000,415,no,204,69,34.68,9.6,5,2.59,No
3001,510,no,223.2,109,37.94,14.5,4,3.92,No
3002,408,no,119,82,20.23,11.5,3,3.11,No
3003,415,no,266.1,91,45.24,8.9,8,2.4,Yes
3004,415,no,134.4,104,22.85,9.4,3,2.54,No
3005,415,no,171.1,78,29.09,16.2,3,4.37,No
3006,415,no,170.5,103,28.99,10.5,2,2.84,No
3007,415,no,178.5,124,30.35,9.9,7,2.67,No
3008,510,no,205.2,145,34.88,14.1,5,3.81,No
3009,415,yes,232.8,97,39.58,13,2,3.51,No
3010,408,yes,239.9,107,40.78,6.7,3,1.81,No
3011,408,no,55.6,97,9.45,12.1,3,3.27,No
3012,415,yes,153.5,78,26.1,10.6,3,2.86,No
3013,510,no,109.8,100,18.67,11.1,3,3,No
3014,415,no,196.1,89,33.34,5.2,6,1.4,No
3015,510,no,166.8,127,28.36,11.8,4,3.19,No
3016,415,yes,113.2,96,19.24,7.1,7,1.92,No
3017,510,no,203,92,34.51,14.6,9,3.94,No
3018,408,no,242.8,90,41.28,6,3,1.62,No
3019,415,no,156.5,102,26.61,12.2,2,3.29,No
3020,408,no,266.7,105,45.34,13.8,3,3.73,Yes
3021,415,yes,182,80,30.94,9.8,4,2.65,No
3022,415,no,85.9,92,14.6,10.1,2,2.73,No
3023,415,yes,146.6,87,24.92,2.9,7,0.78,No
3024,510,yes,110.5,101,18.79,13.9,2,3.75,Yes
3025,415,no,118.6,89,20.16,11.5,5,3.11,No
3026,415,yes,197.6,105,33.59,15.6,12,4.21,No
3027,510,yes,210.3,116,35.75,10.8,4,2.92,No
3028,415,yes,220.3,96,37.45,9.4,6,2.54,No
3029,415,no,150,98,25.5,12.5,6,3.38,No
3030,415,yes,161.7,114,27.49,9.2,4,2.48,No
3031,415,no,191.4,116,32.54,14,5,3.78,No
3032,415,no,146.7,83,24.94,12.5,3,3.38,No
3033,510,no,109.4,103,18.6,7.8,7,2.11,No
3034,510,no,144.1,115,24.5,13.6,3,3.67,No
3035,415,yes,248.9,93,42.31,11.2,8,3.02,No
3036,415,no,85.7,112,14.57,11.6,3,3.13,Yes
3037,415,no,214.8,112,36.52,9.4,5,2.54,No
3038,408,no,158.9,137,27.01,6.5,4,1.76,No
3039,510,yes,110,94,18.7,6.4,3,1.73,No
3040,415,no,152.8,145,25.98,10.5,2,2.84,No
3041,415,no,145.6,103,24.75,10.5,4,2.84,No
3042,408,no,93.3,83,15.86,6.5,4,1.76,No
3043,408,no,216.8,134,36.86,8.3,2,2.24,No
3044,408,no,201.9,101,34.32,9,2,2.43,No
3045,408,no,146.4,81,24.89,8.5,2,2.3,No
3046,415,no,272.7,74,46.36,10.5,3,2.84,Yes
3047,510,no,18.9,92,3.21,14.8,4,4,No
3048,415,no,172.8,81,29.38,12.8,5,3.46,No
3049,408,no,190.2,119,32.33,14,6,3.78,No
3050,415,no,130.6,83,22.2,15.6,3,4.21,No
3051,415,no,158.4,92,26.93,13.5,4,3.65,Yes
3052,415,no,166.5,111,28.31,15.6,2,4.21,No
3053,415,no,129.3,103,21.98,12.9,2,3.48,No
3054,415,no,199.3,112,33.88,7,10,1.89,No
3055,415,no,185.1,126,31.47,9.1,7,2.46,No
3056,408,no,175.4,80,29.82,9.7,2,2.62,No
3057,510,no,263.4,123,44.78,10.7,2,2.89,No
3058,510,no,94.2,108,16.01,7.3,3,1.97,No
3059,510,no,189.4,83,32.2,7.1,8,1.92,No
3060,510,yes,118,103,20.06,11.8,2,3.19,No
3061,415,no,212.1,98,36.06,8.4,5,2.27,No
3062,408,no,222,93,37.74,12.4,6,3.35,No
3063,415,yes,222.8,98,37.88,13,4,3.51,No
3064,408,yes,190,137,32.3,12.2,2,3.29,No
3065,408,no,271.8,129,46.21,8.7,2,2.35,Yes
3066,408,yes,195.4,83,33.22,8.4,6,2.27,No
3067,510,no,199.6,93,33.93,7.2,5,1.94,No
3068,415,no,100,98,17,10.1,4,2.73,No
3069,415,yes,160.6,85,27.3,9.5,1,2.57,No
3070,415,yes,158.7,91,26.98,9.9,3,2.67,No
3071,510,no,154.5,122,26.27,12,2,3.24,Yes
3072,408,yes,192.3,114,32.69,6.3,12,1.7,No
3073,415,no,305.1,106,51.87,8.5,5,2.3,Yes
3074,408,yes,193,106,32.81,7.4,5,2,No
3075,510,no,72.5,88,12.33,6.6,3,1.78,No
3076,510,yes,105.2,61,17.88,6.3,3,1.7,No
3077,415,no,180.5,88,30.69,10,3,2.7,No
3078,408,yes,214.7,86,36.5,14.3,2,3.86,No
3079,408,no,86.8,95,14.76,13.2,3,3.56,No
3080,510,no,131.5,99,22.36,7.9,2,2.13,Yes
3081,415,no,135.4,102,23.02,17.5,4,4.73,No
3082,415,no,174.3,85,29.63,5.9,3,1.59,No
3083,510,no,203.9,63,34.66,12.1,4,3.27,No
3084,510,no,235.5,108,40.04,12.5,5,3.38,No
3085,415,no,157,113,26.69,12.1,2,3.27,No
3086,415,no,111.9,55,19.02,10,7,2.7,No
3087,510,no,236.3,91,40.17,11.2,8,3.02,No
3088,408,no,163.6,88,27.81,8.6,9,2.32,No
3089,415,yes,213.6,127,36.31,8.9,3,2.4,No
3090,510,yes,143.4,72,24.38,9.4,4,2.54,No
3091,510,no,78.3,119,13.31,12.1,4,3.27,No
3092,408,no,97.1,98,16.51,10.6,3,2.86,No
3093,415,no,94.1,93,16,10.1,2,2.73,No
3094,510,no,226.3,95,38.47,8.2,3,2.21,Yes
3095,415,no,133.8,61,22.75,10.5,2,2.84,No
3096,415,yes,190.3,93,32.35,10.6,4,2.86,No
3097,415,yes,294.9,106,50.13,9.8,5,2.65,No
3098,415,no,185.4,114,31.52,10,11,2.7,No
3099,415,no,179.5,121,30.52,12,4,3.24,No
3100,408,no,158,94,26.86,10.1,10,2.73,No
3101,415,no,173,131,29.41,10.4,2,2.81,No
3102,415,yes,134.2,101,22.81,8.2,5,2.21,No
3103,415,yes,125.2,123,21.28,12.6,9,3.4,No
3104,415,no,195.9,111,33.3,13.2,1,3.56,No
3105,510,yes,214.2,61,36.41,10.3,2,2.78,No
3106,415,no,221.1,101,37.59,9.5,1,2.57,No
3107,408,yes,132,100,22.44,11.6,5,3.13,No
3108,408,no,157.6,92,26.79,9.1,4,2.46,No
3109,408,yes,110.3,71,18.75,11,8,2.97,No
3110,415,no,161.5,121,27.46,11.2,13,3.02,No
3111,408,yes,171.8,116,29.21,10.6,7,2.86,No
3112,510,yes,211,99,35.87,11.4,5,3.08,No
3113,415,no,139.3,89,23.68,9.3,3,2.51,Yes
3114,415,no,291.6,99,49.57,14,9,3.78,Yes
3115,408,no,139,110,23.63,12.1,1,3.27,No
3116,408,no,234.8,125,39.92,10,1,2.7,No
3117,408,no,187.6,83,31.89,8.8,1,2.38,No
3118,415,no,159.8,143,27.17,13.1,7,3.54,No
3119,408,yes,177.1,100,30.11,5.2,5,1.4,No
3120,408,no,117.9,101,20.04,11.4,10,3.08,No
3121,415,yes,247.6,95,42.09,10.8,6,2.92,No
3122,408,no,169.9,77,28.88,8.5,7,2.3,No
3123,415,no,185,120,31.45,14.1,3,3.81,No
3124,408,yes,204.9,84,34.83,11.3,5,3.05,No
3125,408,yes,225.5,119,38.34,9.4,2,2.54,No
3126,510,no,169.7,115,28.85,10.5,3,2.84,Yes
3127,415,no,239.3,102,40.68,10.6,6,2.86,No
3128,415,no,113.3,96,19.26,11.7,2,3.16,Yes
3129,415,no,161.9,100,27.52,10.2,11,2.75,No
3130,510,yes,133.3,110,22.66,5.6,4,1.51,No
3131,510,yes,170.7,88,29.02,8.7,1,2.35,No
3132,510,no,189.7,76,32.25,8.3,3,2.24,No
3133,415,no,322.3,100,54.79,7.8,5,2.11,Yes
3134,415,no,124.4,74,21.15,10.4,4,2.81,No
3135,415,no,146.9,94,24.97,11.4,5,3.08,No
3136,510,no,192.6,123,32.74,10.8,3,2.92,No
3137,408,yes,96.3,83,16.37,10.3,2,2.78,No
3138,510,no,131.9,96,22.42,14.7,5,3.97,No
3139,408,no,147.2,121,25.02,13.3,3,3.59,No
3140,415,no,143.1,139,24.33,7.1,5,1.92,No
3141,408,no,280.4,127,47.67,15.2,6,4.1,No
3142,415,yes,237.2,85,40.32,10.7,4,2.89,No
3143,510,no,184.2,95,31.31,12.8,4,3.46,No
3144,415,no,109.1,141,18.55,10,4,2.7,No
3145,408,no,138.1,115,23.48,10.3,2,2.78,Yes
3146,415,no,186.8,94,31.76,8.8,4,2.38,No
3147,510,no,155.4,112,26.42,13.9,5,3.75,No
3148,415,no,245.3,91,41.7,8.5,4,2.3,No
3149,415,no,205.9,97,35,11,2,2.97,Yes
3150,510,no,207.2,138,35.22,11.9,4,3.21,No
3151,415,yes,151.5,100,25.76,10.7,5,2.89,No
3152,408,no,221.9,112,37.72,7.1,5,1.92,Yes
3153,415,no,190,100,32.3,9.5,4,2.57,No
3154,415,no,220.8,111,37.54,10.5,4,2.84,No
3155,415,yes,173.7,117,29.53,6.3,3,1.7,No
3156,408,no,114.8,94,19.52,9.6,4,2.59,No
3157,408,no,113.8,97,19.35,10.4,1,2.81,No
3158,415,no,143.2,60,24.34,6.2,4,1.67,Yes
3159,415,no,184.4,111,31.35,9.3,5,2.51,No
3160,415,no,227.4,67,38.66,7.8,6,2.11,No
3161,408,no,224,99,38.08,2.1,5,0.57,No
3162,510,no,216.2,95,36.75,10,5,2.7,No
3163,415,no,129.9,121,22.08,13.3,3,3.59,No
3164,510,yes,230.1,108,39.12,6.9,3,1.86,No
3165,415,no,204.4,97,34.75,11,5,2.97,No
3166,408,yes,216.6,101,36.82,9.1,3,2.46,No
3167,415,no,247.5,85,42.08,10.2,2,2.75,Yes
3168,510,no,228.1,93,38.78,9,2,2.43,No
3169,415,no,225.9,110,38.4,11.2,4,3.02,Yes
3170,415,no,103.5,115,17.6,12,3,3.24,Yes
3171,415,no,115.5,70,19.64,7.5,6,2.03,No
3172,408,no,218.8,125,37.2,9.7,6,2.62,No
3173,510,no,223.8,67,38.05,12.3,5,3.32,No
3174,415,no,143.8,71,24.45,12.9,4,3.48,No
3175,408,yes,29.9,123,5.08,8.6,6,2.32,No
3176,510,yes,276.7,121,47.04,8.3,3,2.24,No
3177,415,no,141.4,128,24.04,8.1,4,2.19,No
3178,408,yes,153.9,102,26.16,12.8,5,3.46,No
3179,415,no,190.5,128,32.39,13.8,5,3.73,No
3180,408,no,192.6,102,32.74,9.4,4,2.54,No
3181,408,no,151.8,115,25.81,12.2,4,3.29,No
3182,408,no,215.6,74,36.65,10.1,4,2.73,No
3183,415,no,180,100,30.6,7.8,8,2.11,No
3184,510,no,157.3,116,26.74,8.4,4,2.27,No
3185,415,no,196.5,88,33.41,6.8,3,1.84,No
3186,415,no,240.3,130,40.85,11.9,3,3.21,No
3187,415,no,193.3,126,32.86,9.4,6,2.54,No
3188,408,yes,211.9,40,36.02,5.4,4,1.46,No
3189,415,no,218.7,111,37.18,8.2,5,2.21,No
3190,510,no,246.8,110,41.96,13.2,5,3.56,Yes
3191,415,no,174.7,151,29.7,15.8,3,4.27,Yes
3192,415,no,240,83,40.8,9.3,2,2.51,Yes
3193,510,yes,181.2,76,30.8,5,3,1.35,No
3194,415,no,113.7,67,19.33,10.8,3,2.92,No
3195,415,yes,174.7,86,29.7,13.4,1,3.62,No
3196,510,yes,211.1,89,35.89,9.7,9,2.62,No
3197,510,no,169.3,108,28.78,12.2,3,3.29,No
3198,415,no,247.4,107,42.06,11.3,2,3.05,No
3199,415,yes,131.2,63,22.3,12.8,2,3.46,No
3200,510,no,161.4,84,27.44,11.8,5,3.19,No
3201,510,no,107.2,98,18.22,9.7,4,2.62,No
3202,408,yes,211.9,120,36.02,8.8,5,2.38,No
3203,510,no,160.4,120,27.27,6.9,4,1.86,No
3204,510,yes,230.7,101,39.22,6.4,3,1.73,No
3205,408,no,232.6,96,39.54,10.5,9,2.84,No
3206,408,no,294.7,90,50.1,10.8,3,2.92,Yes
3207,510,no,133.4,107,22.68,10.2,13,2.75,No
3208,408,yes,306.2,123,52.05,11.7,2,3.16,No
3209,415,no,236.8,135,40.26,10.4,5,2.81,No
3210,415,yes,125.7,92,21.37,14.2,6,3.83,Yes
3211,510,no,168.4,114,28.63,11.4,3,3.08,No
3212,415,no,70.9,134,12.05,12,6,3.24,No
3213,510,yes,105,86,17.85,3.7,4,1,No
3214,415,no,152.1,141,25.86,12,7,3.24,No
3215,510,no,180.9,79,30.75,8.8,9,2.38,No
3216,510,yes,156.6,84,26.62,9.4,6,2.54,No
3217,510,yes,180.5,85,30.69,2.4,3,0.65,No
3218,510,yes,238.8,100,40.6,13.2,8,3.56,No
3219,415,yes,182.1,66,30.96,13.4,9,3.62,No
3220,415,yes,139.6,72,23.73,8.8,2,2.38,No
3221,408,yes,200.3,76,34.05,10.2,5,2.75,No
3222,408,no,153.5,94,26.1,8.5,6,2.3,No
3223,415,yes,128.2,119,21.79,11.7,6,3.16,No
3224,408,no,159.5,145,27.12,16.7,2,4.51,No
3225,415,no,226.4,101,38.49,12.3,4,3.32,Yes
3226,408,no,251.9,81,42.82,8.4,3,2.27,No
3227,510,no,264.5,117,44.97,7.5,4,2.03,Yes
3228,415,no,153.7,105,26.13,10.7,2,2.89,No
3229,510,no,232.1,81,39.46,15,6,4.05,No
3230,415,no,201.9,86,34.32,7.8,10,2.11,No
3231,408,no,186.9,79,31.77,4.2,14,1.13,No
3232,510,yes,196.6,89,33.42,6.6,5,1.78,No
3233,510,no,232.1,102,39.46,9.9,3,2.67,No
3234,415,no,166,79,28.22,6.3,7,1.7,No
3235,510,yes,200.6,96,34.1,2.5,5,0.68,No
3236,408,yes,141,101,23.97,4.9,2,1.32,No
3237,408,yes,245,95,41.65,7.5,8,2.03,No
3238,415,no,140.8,140,23.94,10.9,7,2.94,No
3239,510,no,255.1,93,43.37,8.8,3,2.38,Yes
3240,415,yes,125,99,21.25,10.2,7,2.75,No
3241,408,no,180.6,65,30.7,5,3,1.35,No
3242,415,no,248.7,118,42.28,11.3,2,3.05,Yes
3243,415,yes,178.1,111,30.28,8.4,2,2.27,No
3244,415,no,122.2,112,20.77,10.3,9,2.78,Yes
3245,415,no,231.3,87,39.32,7.2,7,1.94,No
3246,415,no,111.2,101,18.9,12.6,2,3.4,No
3247,408,yes,103.2,117,17.54,11.9,2,3.21,Yes
3248,510,no,138.4,104,23.53,3.9,9,1.05,Yes
3249,415,no,146.3,85,24.87,11.5,3,3.11,No
3250,415,no,206.3,66,35.07,11.7,6,3.16,No
3251,415,no,132,103,22.44,13.5,4,3.65,No
3252,408,no,274.6,105,46.68,9.2,4,2.48,No
3253,510,no,185.3,87,31.5,11.7,3,3.16,No
3254,415,yes,154.8,69,26.32,9,4,2.43,No
3255,415,yes,179.2,105,30.46,14.7,5,3.97,No
3256,510,no,286.2,61,48.65,11,4,2.97,Yes
3257,408,no,268,115,45.56,17,1,4.59,No
3258,415,no,137.5,110,23.38,13.3,5,3.59,No
3259,408,no,243,115,41.31,13.4,5,3.62,No
3260,510,no,134.9,79,22.93,15,2,4.05,No
3261,415,no,234.2,76,39.81,13.9,2,3.75,No
3262,415,no,175.1,73,29.77,7.3,6,1.97,No
3263,408,no,142.2,107,24.17,10.1,5,2.73,No
3264,510,no,132.4,81,22.51,6,1,1.62,No
3265,415,yes,97.8,98,16.63,5.9,2,1.59,No
3266,415,no,266.9,83,45.37,11,6,2.97,Yes
3267,510,yes,155.2,139,26.38,9.7,4,2.62,No
3268,415,no,200.2,92,34.03,8.8,3,2.38,No
3269,415,no,289.1,100,49.15,12.7,2,3.43,Yes
3270,510,no,198.4,121,33.73,10.5,5,2.84,No
3271,415,no,180.3,67,30.65,12.8,6,3.46,No
3272,415,no,86.3,84,14.67,12.5,1,3.38,No
3273,510,no,295,141,50.15,12.9,4,3.48,Yes
3274,408,no,240.9,108,40.95,14.7,8,3.97,No
3275,408,no,207.7,109,35.31,8,5,2.16,No
3276,510,yes,128.5,115,21.85,0,0,0,No
3277,510,yes,224.4,114,38.15,8.8,2,2.38,No
3278,415,no,164.9,115,28.03,10,9,2.7,No
3279,415,no,238,97,40.46,10.6,6,2.86,No
3280,415,yes,231,85,39.27,8.3,5,2.24,No
3281,408,no,107.3,140,18.24,10,3,2.7,Yes
3282,408,no,185,122,31.45,5.1,8,1.38,No
3283,415,yes,244.1,71,41.5,7.7,4,2.08,No
3284,510,no,238.4,96,40.53,12.4,4,3.35,No
3285,415,yes,141.1,109,23.99,13.2,2,3.56,No
3286,415,no,158.1,117,26.88,11.8,7,3.19,No
3287,415,yes,220.1,105,37.42,13.1,8,3.54,No
3288,415,yes,199.5,119,33.92,10.9,3,2.94,Yes
3289,415,no,109.5,105,18.62,4.9,9,1.32,No
3290,408,no,187.2,110,31.82,13.2,5,3.56,No
3291,510,no,107.9,128,18.34,0,0,0,No
3292,510,yes,172.1,119,29.26,13.9,20,3.75,Yes
3293,408,no,203.8,85,34.65,11.7,4,3.16,No
3294,408,no,160,133,27.2,9.1,4,2.46,No
3295,408,no,51.1,106,8.69,12.3,3,3.32,No
3296,415,no,227.7,88,38.71,11.7,5,3.16,No
3297,510,no,203.8,77,34.65,9,2,2.43,No
3298,408,yes,241.7,84,41.09,11.3,3,3.05,No
3299,510,no,78.1,70,13.28,12.3,4,3.32,No
3300,408,no,187.8,95,31.93,11,4,2.97,No
3301,415,yes,127.1,94,21.61,7.1,3,1.92,No
3302,415,no,280,113,47.6,10.4,4,2.81,Yes
3303,510,no,153.2,78,26.04,7.8,3,2.11,No
3304,415,yes,137.1,88,23.31,11.5,7,3.11,No
3305,510,no,186.1,114,31.64,13.8,5,3.73,Yes
3306,415,yes,224.1,127,38.1,11.5,7,3.11,No
3307,408,yes,83.6,131,14.21,8.1,3,2.19,No
3308,408,no,203.9,109,34.66,17.8,4,4.81,No
3309,415,no,211.3,87,35.92,13.3,6,3.59,No
3310,408,no,219.4,112,37.3,12,4,3.24,No
3311,415,no,190.4,91,32.37,13.6,17,3.67,No
3312,415,no,147.7,94,25.11,6.9,5,1.86,No
3313,408,no,229.9,130,39.08,14.2,4,3.83,No
3314,408,no,102.8,128,17.48,10,5,2.7,No
3315,415,no,178.7,81,30.38,9.1,4,2.46,No
3316,415,yes,148.5,106,25.25,6.5,4,1.76,No
3317,510,yes,164.1,111,27.9,12.3,9,3.32,No
3318,415,no,197.2,90,33.52,7.8,8,2.11,No
3319,415,no,124.9,131,21.23,11.6,4,3.13,No
3320,415,no,115.4,99,19.62,15.9,6,4.29,No
3321,510,no,140,101,23.8,9.7,4,2.62,Yes
3322,415,no,193.9,118,32.96,13.2,8,3.56,No
3323,408,no,321.1,105,54.59,11.5,2,3.11,Yes
3324,415,no,118.4,126,20.13,13.6,3,3.67,Yes
3325,415,no,169.8,114,28.87,11.6,4,3.13,No
3326,408,no,193.4,99,32.88,9.3,4,2.51,No
3327,415,no,106.6,128,18.12,14.9,7,4.02,No
3328,415,no,134.7,98,22.9,11.8,5,3.19,No
3329,415,yes,156.2,77,26.55,9.9,6,2.67,No
3330,415,no,231.1,57,39.29,9.6,4,2.59,No
3331,510,no,180.8,109,30.74,14.1,6,3.81,No
3332,510,no,213.8,105,36.35,5,10,1.35,No
3333,415,yes,234.4,113,39.85,13.7,4,3.7,No
